c,h,l,n,o,t,v,vw,symbol,es_id
99478.9355,99865.4357200002,99097.4975,3,99097.4975,2025-02-04T12:00:00Z,0.002507606,99390.265927,BTC/USD,BTC/USD_2025-02-04T12:00:00Z
99117.3215,99698.5,99117.3215,11,99419.217,2025-02-04T13:00:00Z,0.070648547,99389.528118,BTC/USD,BTC/USD_2025-02-04T13:00:00Z
100059.0195,100499.2,98764.452605459,20,99185.0615,2025-02-04T14:00:00Z,0.095642287,99679.805955,BTC/USD,BTC/USD_2025-02-04T14:00:00Z
99467.6415,100339.125,98402.835,20,100129.625,2025-02-04T15:00:00Z,0.140772364,99247.873722,BTC/USD,BTC/USD_2025-02-04T15:00:00Z
99146.505,99982.4,99119.17,13,99520.645,2025-02-04T16:00:00Z,0.07774083,99564.213878,BTC/USD,BTC/USD_2025-02-04T16:00:00Z
99264.55,99690.32,98907.113,11,99184.1115,2025-02-04T17:00:00Z,0.077800963,99097.015294,BTC/USD,BTC/USD_2025-02-04T17:00:00Z
99460.1495,99641.22,98921.572058,14,99220.3145,2025-02-04T18:00:00Z,0.252827213,99297.448725,BTC/USD,BTC/USD_2025-02-04T18:00:00Z
98954.29,100863.815,98886.405,15,99415.95,2025-02-04T19:00:00Z,1.06340941,100680.475961,BTC/USD,BTC/USD_2025-02-04T19:00:00Z
98691.7335,99754.5,98062.449,112,98867.274,2025-02-04T20:00:00Z,0.422430374,98927.537725,BTC/USD,BTC/USD_2025-02-04T20:00:00Z
96563.379,98660.493,96537.59,18,98660.493,2025-02-04T21:00:00Z,0.1191252,97179.179262,BTC/USD,BTC/USD_2025-02-04T21:00:00Z
97697.8051600002,97970.1285,96254.373,10,96537.035,2025-02-04T22:00:00Z,0.031490295,96599.223925,BTC/USD,BTC/USD_2025-02-04T22:00:00Z
97799.305,98233.013,97558.9,3,97662.0915,2025-02-04T23:00:00Z,0.007707593,97754.830081,BTC/USD,BTC/USD_2025-02-04T23:00:00Z
98356.5715,98519.02,97767.35,8,97876.32,2025-02-05T00:00:00Z,0.023596999,98437.322151,BTC/USD,BTC/USD_2025-02-05T00:00:00Z
97876.835,98920.081,97780.425,4,98351.0,2025-02-05T01:00:00Z,0.032462354,98231.556339,BTC/USD,BTC/USD_2025-02-05T01:00:00Z
98012.515,98195.1975893295,97182.483,7,97916.26,2025-02-05T02:00:00Z,1.015009458,97271.908128,BTC/USD,BTC/USD_2025-02-05T02:00:00Z
98128.5045,98371.61,97811.335,6,98083.315,2025-02-05T03:00:00Z,0.020868069,98120.271381,BTC/USD,BTC/USD_2025-02-05T03:00:00Z
98053.63,98386.368,97966.513,0,98053.51,2025-02-05T04:00:00Z,0.0,98088.305,BTC/USD,BTC/USD_2025-02-05T04:00:00Z
98206.915,98328.226,97764.422,7,98122.0,2025-02-05T05:00:00Z,0.059811035,98042.700492,BTC/USD,BTC/USD_2025-02-05T05:00:00Z
97717.606,98239.137,97656.1135,4,98145.4165,2025-02-05T06:00:00Z,0.104981634,97949.357984,BTC/USD,BTC/USD_2025-02-05T06:00:00Z
97942.875,98020.05,97434.5,3,97666.605,2025-02-05T07:00:00Z,0.03058184,97442.724464,BTC/USD,BTC/USD_2025-02-05T07:00:00Z
97682.0715,98069.3,97636.0,4,97877.7695,2025-02-05T08:00:00Z,0.001847268,97977.227274,BTC/USD,BTC/USD_2025-02-05T08:00:00Z
97503.1005,97986.6,97343.693,4,97612.45,2025-02-05T09:00:00Z,0.001096482,97502.901989,BTC/USD,BTC/USD_2025-02-05T09:00:00Z
97786.042,98055.23,97463.4,3,97463.4,2025-02-05T10:00:00Z,0.177475484,97945.566468,BTC/USD,BTC/USD_2025-02-05T10:00:00Z
98281.145,98301.5,97786.359,8,97844.873,2025-02-05T11:00:00Z,0.015731162,98120.574993,BTC/USD,BTC/USD_2025-02-05T11:00:00Z
98080.073,98765.05,98080.073,7,98324.156,2025-02-05T12:00:00Z,0.032599399,98247.607549,BTC/USD,BTC/USD_2025-02-05T12:00:00Z
98660.7085,98672.4926,98017.915,3,98017.915,2025-02-05T13:00:00Z,0.000524118,98238.875194,BTC/USD,BTC/USD_2025-02-05T13:00:00Z
98368.9035,99155.5,98179.937,11,98697.017,2025-02-05T14:00:00Z,0.019676824,98690.378604,BTC/USD,BTC/USD_2025-02-05T14:00:00Z
98142.343,98574.695,97833.508,8,98443.175,2025-02-05T15:00:00Z,0.012885033,98302.427883,BTC/USD,BTC/USD_2025-02-05T15:00:00Z
98072.0415,98274.659258,97386.265,14,98092.21,2025-02-05T16:00:00Z,0.139005464,97997.336502,BTC/USD,BTC/USD_2025-02-05T16:00:00Z
97609.17,98266.944758,97408.14,5,98004.1115,2025-02-05T17:00:00Z,0.006160235,97629.253923,BTC/USD,BTC/USD_2025-02-05T17:00:00Z
96757.7815,97734.049,96556.025,15,97663.8555,2025-02-05T18:00:00Z,0.496246149,97312.833395,BTC/USD,BTC/USD_2025-02-05T18:00:00Z
97381.005,97509.05,96530.4,10,96709.85,2025-02-05T19:00:00Z,0.012304426,97213.369993,BTC/USD,BTC/USD_2025-02-05T19:00:00Z
97326.5915,97753.57,96917.65,72,97424.015,2025-02-05T20:00:00Z,0.167432389,97473.517253,BTC/USD,BTC/USD_2025-02-05T20:00:00Z
96934.215,97516.6865,96835.475,3,97375.105,2025-02-05T21:00:00Z,0.001532649,97343.303263,BTC/USD,BTC/USD_2025-02-05T21:00:00Z
96507.2415,97048.899,96304.376316377,4,96866.67,2025-02-05T22:00:00Z,0.015507969,96462.693921,BTC/USD,BTC/USD_2025-02-05T22:00:00Z
96651.484,96879.715,96252.8,4,96474.795,2025-02-05T23:00:00Z,0.131146109,96286.286601,BTC/USD,BTC/USD_2025-02-05T23:00:00Z
96869.279,96992.863,96493.68,1,96583.25,2025-02-06T00:00:00Z,0.005021173,96893.6,BTC/USD,BTC/USD_2025-02-06T00:00:00Z
97209.388,97235.3,96707.6605,2,96792.549,2025-02-06T01:00:00Z,0.027806494,97067.682533,BTC/USD,BTC/USD_2025-02-06T01:00:00Z
97355.7325,97473.452,97165.095,8,97165.095,2025-02-06T02:00:00Z,0.061541028,97389.158854,BTC/USD,BTC/USD_2025-02-06T02:00:00Z
97380.94,97494.666,97129.5505,2,97334.5525,2025-02-06T03:00:00Z,0.002999956,97305.310391,BTC/USD,BTC/USD_2025-02-06T03:00:00Z
97649.71,97852.035,97295.0265,3,97451.39,2025-02-06T04:00:00Z,0.020731119,97625.805791,BTC/USD,BTC/USD_2025-02-06T04:00:00Z
97857.76,97960.4,97575.764,9,97672.345,2025-02-06T05:00:00Z,0.021040665,97749.828815,BTC/USD,BTC/USD_2025-02-06T05:00:00Z
98427.5075,98489.36,97733.24,13,97884.149,2025-02-06T06:00:00Z,0.029293353,98223.344089,BTC/USD,BTC/USD_2025-02-06T06:00:00Z
98227.993,98353.94,98189.7645,3,98346.2505,2025-02-06T07:00:00Z,0.005662874,98349.243527,BTC/USD,BTC/USD_2025-02-06T07:00:00Z
98176.95,98312.341,98009.54,4,98279.41,2025-02-06T08:00:00Z,0.009257961,98246.514247,BTC/USD,BTC/USD_2025-02-06T08:00:00Z
98652.085,98694.422,98166.284,9,98222.2,2025-02-06T09:00:00Z,0.01332313,98606.664931,BTC/USD,BTC/USD_2025-02-06T09:00:00Z
99039.1945,99112.265,98658.189,8,98694.0,2025-02-06T10:00:00Z,0.0068412,98854.643052,BTC/USD,BTC/USD_2025-02-06T10:00:00Z
98968.7695,99199.9,98471.234,8,99078.43,2025-02-06T11:00:00Z,0.009043427,98915.68309,BTC/USD,BTC/USD_2025-02-06T11:00:00Z
98349.375,99110.47,98349.375,0,98984.93,2025-02-06T12:00:00Z,0.0,98984.93,BTC/USD,BTC/USD_2025-02-06T12:00:00Z
98679.755,98817.471,98202.507,8,98409.55,2025-02-06T13:00:00Z,0.017826945,98377.162382,BTC/USD,BTC/USD_2025-02-06T13:00:00Z
97861.6,98909.271,97861.6,7,98769.53,2025-02-06T14:00:00Z,0.130639547,98238.404421,BTC/USD,BTC/USD_2025-02-06T14:00:00Z
97340.845,98073.952,96982.805,7,97887.622,2025-02-06T15:00:00Z,0.026332348,97398.975734,BTC/USD,BTC/USD_2025-02-06T15:00:00Z
96599.945,97584.914,96444.9635,17,97311.35,2025-02-06T16:00:00Z,0.0286472,97057.842959,BTC/USD,BTC/USD_2025-02-06T16:00:00Z
96754.52,97223.835,96421.58,27,96529.07,2025-02-06T17:00:00Z,1.070165431,96484.337733,BTC/USD,BTC/USD_2025-02-06T17:00:00Z
96391.941,96855.663,96003.79,15,96744.7,2025-02-06T18:00:00Z,0.056843615,96442.12189,BTC/USD,BTC/USD_2025-02-06T18:00:00Z
96010.155,96920.5165,95755.13,23,96312.294,2025-02-06T19:00:00Z,0.162671098,96041.097062,BTC/USD,BTC/USD_2025-02-06T19:00:00Z
96941.191,97110.875,95817.7,65,95941.114,2025-02-06T20:00:00Z,0.113445786,96652.103379,BTC/USD,BTC/USD_2025-02-06T20:00:00Z
96786.4,96929.75,96171.505,4,96870.63,2025-02-06T21:00:00Z,0.004256268,96648.24752,BTC/USD,BTC/USD_2025-02-06T21:00:00Z
96939.6,96940.043,96220.039,7,96750.845,2025-02-06T22:00:00Z,0.007066139,96700.023704,BTC/USD,BTC/USD_2025-02-06T22:00:00Z
96565.618,96892.635,96204.665,6,96892.635,2025-02-06T23:00:00Z,0.013515323,96501.142134,BTC/USD,BTC/USD_2025-02-06T23:00:00Z
96531.93,96932.955,96427.265,1,96632.1965,2025-02-07T00:00:00Z,3.9513e-05,96433.2,BTC/USD,BTC/USD_2025-02-07T00:00:00Z
97451.75,97752.4366345767,96571.686,11,96571.686,2025-02-07T01:00:00Z,0.009489986,97240.698881,BTC/USD,BTC/USD_2025-02-07T01:00:00Z
97598.75,97649.94,97089.9485,4,97390.545,2025-02-07T02:00:00Z,0.006606034,97405.004258,BTC/USD,BTC/USD_2025-02-07T02:00:00Z
97487.2455,97706.3065,97311.432,4,97626.6885,2025-02-07T03:00:00Z,0.002316152,97399.329075,BTC/USD,BTC/USD_2025-02-07T03:00:00Z
97489.95,97904.0645,97449.8,5,97449.8,2025-02-07T04:00:00Z,0.017281413,97751.145349,BTC/USD,BTC/USD_2025-02-07T04:00:00Z
97369.8215,97527.7525,97179.853,4,97527.7525,2025-02-07T05:00:00Z,0.002048988,97411.798139,BTC/USD,BTC/USD_2025-02-07T05:00:00Z
96759.525,97368.483,96621.495,1,97328.3915,2025-02-07T06:00:00Z,0.000999336,97368.483,BTC/USD,BTC/USD_2025-02-07T06:00:00Z
96791.05,97215.85,96704.34,3,96794.8,2025-02-07T07:00:00Z,0.021036953,96848.759901,BTC/USD,BTC/USD_2025-02-07T07:00:00Z
97016.619,97270.465,96708.9095,6,96747.648,2025-02-07T08:00:00Z,0.022801004,97170.693989,BTC/USD,BTC/USD_2025-02-07T08:00:00Z
97341.2845,97426.15,97061.675,3,97061.675,2025-02-07T09:00:00Z,0.011942552,97413.093041,BTC/USD,BTC/USD_2025-02-07T09:00:00Z
97294.651,97452.64535,97286.48,3,97406.19,2025-02-07T10:00:00Z,0.001198926,97390.950578,BTC/USD,BTC/USD_2025-02-07T10:00:00Z
97757.144714,97758.974714,97342.85,3,97342.85,2025-02-07T11:00:00Z,0.002059137,97537.306549,BTC/USD,BTC/USD_2025-02-07T11:00:00Z
97956.195,98013.16,97563.925,3,97782.281214,2025-02-07T12:00:00Z,0.000618952,97805.89562,BTC/USD,BTC/USD_2025-02-07T12:00:00Z
98899.99,98899.99,97320.314542,19,98001.98,2025-02-07T13:00:00Z,0.064834569,98209.987,BTC/USD,BTC/USD_2025-02-07T13:00:00Z
99801.735,100207.495,98769.49,31,98961.3,2025-02-07T14:00:00Z,0.17415414,99848.759804,BTC/USD,BTC/USD_2025-02-07T14:00:00Z
98314.432,99773.582,97689.5,12,99773.582,2025-02-07T15:00:00Z,0.043182413,98387.482735,BTC/USD,BTC/USD_2025-02-07T15:00:00Z
97873.7685,98594.07,97712.415,7,98385.7275,2025-02-07T16:00:00Z,0.035049115,98120.06688,BTC/USD,BTC/USD_2025-02-07T16:00:00Z
97446.5855,98229.7,97221.5025,10,97843.74,2025-02-07T17:00:00Z,0.154910476,97904.893021,BTC/USD,BTC/USD_2025-02-07T17:00:00Z
97829.735,98397.06,97341.425,3,97399.85,2025-02-07T18:00:00Z,0.082105966,97739.780463,BTC/USD,BTC/USD_2025-02-07T18:00:00Z
96943.8755,97867.5165,96927.903,6,97867.5165,2025-02-07T19:00:00Z,0.011942596,97674.905126,BTC/USD,BTC/USD_2025-02-07T19:00:00Z
95759.975,96890.4995,95646.31,72,96890.4995,2025-02-07T20:00:00Z,0.256366452,96038.240037,BTC/USD,BTC/USD_2025-02-07T20:00:00Z
96034.925,96192.854,95684.1,9,95684.1,2025-02-07T21:00:00Z,0.012569531,96013.456916,BTC/USD,BTC/USD_2025-02-07T21:00:00Z
96100.8435,96125.7,95667.55,5,95975.3715,2025-02-07T22:00:00Z,0.010725198,95873.716152,BTC/USD,BTC/USD_2025-02-07T22:00:00Z
96562.5685,96644.1,95929.4715,2,96034.2815,2025-02-07T23:00:00Z,0.016732564,96456.856952,BTC/USD,BTC/USD_2025-02-07T23:00:00Z
96662.435,96830.2956000002,96407.405,6,96507.579,2025-02-08T00:00:00Z,0.002088013,96694.062485,BTC/USD,BTC/USD_2025-02-08T00:00:00Z
